연번,등급 인정처,호텔업 구분,결정 등급,등급 결정일,지역,호텔명,객실수,주소,전화번호,홈페이지
470,한국관광협회중앙회,관광호텔업,4성,2024-10-08,전남,벨메르 바이 한화호텔앤드리조트,100,전라남도 여수시 웅천남4로 17,061-924-1500,https://www.hanwharesort.co.kr/irsweb/resort3/netIndex_.doutm_source=naver_bs&utm_campaign=main&utm_content=mainpage
471,한국관광협회중앙회,관광호텔업,2성,2024-10-07,서울,셀립 여의,133,서울특별시 영등포구 영등포로 389,02-841-3890,http://celib.kr
472,한국관광협회중앙회,관광호텔업,2성,2024-10-07,인천,호텔뉴캐슬,56,인천광역시 부평구 장제로91번길 16,032-526-0961,http//www.hotelnewcastle.modoo.at
473,한국관광협회중앙회,가족호텔업,5성,2024-10-07,인천,오크우드 프리미어 인천 호텔,423,인천광역시 연수구 컨벤시아대로 165,032-726-2000,https://oakwoodpremier.co.kr/
474,한국관광협회중앙회,관광호텔업,3성,2024-10-04,서울,트레블로지 명동 남산,173,서울특별시 중구 수표로 16,02-6470-5000,https://bit.ly/TravelodgeMyeongdongNamsan
475,한국관광협회중앙회,관광호텔업,1성,2024-10-02,대구,칸호텔,44,대구광역시 달성군 구지면 달성2차동1로 141,053-263-0777,http://www.khanhotel.net/
476,한국관광협회중앙회,관광호텔업,3성,2024-10-02,서울,클라벤 호텔 명동 시티홀(舊트레블로지 명동 시티홀호텔),129,서울특별시 중구 세종대로16길 22,02-6362-6000,http://www.travelodgemyeongdongcityhall.com/
477,한국관광협회중앙회,관광호텔업,2성,2024-09-27,서울,글루호텔,53,서울특별시 종로구 율곡로 228,02-2024-8400,http://www.gluehotel.com
478,한국관광협회중앙회,소형호텔업,3성,2024-09-26,인천,스토너리,20,인천광역시 강화군 내가면 강화서로 91-5,032-933-9900,https://stonery.kr/
479,한국관광협회중앙회,관광호텔업,2성,2024-09-25,전남,진송관광호텔,45,전라남도 장흥군 장흥읍 동교2길 1,061-864-7775,http://jinsonghotel.modoo.at
480,한국관광협회중앙회,관광호텔업,1성,2024-09-24,서울,해담채 스테이,51,서울특별시 강서구 곰달래로 70-1,070-4632-3500,없음
481,한국관광협회중앙회,관광호텔업,3성,2024-09-24,서울,스테이비호텔 명동,97,서울특별시 중구 충무로 23-1,02-2277-6300,없음
482,한국관광협회중앙회,관광호텔업,3성,2024-09-24,울산,호텔 굿모닝,75,울산광역시 동구 바드래1길 15,052-251-3000,없음
483,한국관광협회중앙회,관광호텔업,3성,2024-09-24,충남,신라스테이 천안,305,충청남도 천안시 서북구 동서대로 177,041-415-9000,https://www.shillastay.com/cheonan/index.dolang=ko
484,한국관광협회중앙회,관광호텔업,3성,2024-09-24,경남,(주)스카이뷰관광호텔,94,경상남도 창원시 마산합포구 해안대로 317,055-248-2700,https://www.skyviewhotel.kr/
485,한국관광협회중앙회,관광호텔업,4성,2024-09-24,서울,알로프트 서울 명동 호텔,223,서울특별시 중구 남대문로 56,02-2084-1000,https://www.marriott.com/ko/hotels/selmo-aloft-seoul-myeongdong/overview/
486,한국관광협회중앙회,관광호텔업,4성,2024-09-19,경기,(주)조선호텔앤리조트 그래비티서울판교,306,경기도 성남시 분당구 판교역로146번길 2,031-539-4800,https://www.marriott.com/en-us/hotels/selay-gravity-seoul-pangyo-autograph-collection/overview/
487,한국관광협회중앙회,관광호텔업,2성,2024-09-11,경기,리젠시호텔,56,경기도 성남시 분당구 황새울로 352,031-706-7400,http://www.regencyhotel.co.kr
488,한국관광협회중앙회,관광호텔업,2성,2024-09-10,경기,파인관광호텔,35,경기도 용인시 기흥구 삼성2로96번길 29-49,031-8015-0404,없음
489,한국관광협회중앙회,관광호텔업,4성,2024-09-10,강원,롯데리조트 속초,173,강원특별자치도 속초시 대포항길 186,033-634-1000,https://www.lotteresort.com/main/ko/index
490,한국관광협회중앙회,관광호텔업,2성,2024-09-06,서울,컬리넌호텔구로,68,서울특별시 구로구 시흥대로 533,02-853-9116,없음
491,한국관광협회중앙회,관광호텔업,4성,2024-09-06,전북,호텔티롤,118,전북특별자치도 무주군 설천면 만선로 185,063-320-7617,없음
492,한국관광협회중앙회,가족호텔업,3성,2024-09-04,경남,라피스호텔,53,경상남도 남해군 창선면 서부로 1503-16,055-867-1111,http://www.lapishotel.co.kr
493,한국관광협회중앙회,관광호텔업,2성,2024-09-03,경기,호텔야자 위례점,35,경기도 성남시 수정구 위례광장로 9-10,031-759-0508,https://wiryeyaja.modoo.at/
494,한국관광협회중앙회,관광호텔업,2성,2024-08-29,서울,벨라지오 관광호텔,52,서울특별시 은평구 진흥로 205,02-354-0990,https://place-site.yanolja.com/places/10057622
495,한국관광협회중앙회,관광호텔업,2성,2024-08-27,대구,팔공산온천관광호텔,36,대구광역시 동구 팔공산로185길 11,053-985-8080,http://www.palgongspa.co.kr
496,한국관광협회중앙회,관광호텔업,2성,2024-08-23,인천,호텔 진,64,인천광역시 남동구 남동대로777번길 36,032-432-7023,http://www.makeus.net/31398
497,한국관광협회중앙회,관광호텔업,5성,2024-08-23,서울,(주)동승 JW메리어트 동대문 스퀘어 서울,170,서울특별시 종로구 청계천로 279,02-2276-3000,http://www.jwmarriottddm.com
498,한국관광협회중앙회,관광호텔업,3성,2024-08-21,서울,골든씨티호텔,116,서울특별시 동대문구 천호대로 377,02-3394-9601,http://www.goldencityhotel.co.kr
499,한국관광협회중앙회,관광호텔업,1성,2024-08-20,경기,벨라지오 호텔,54,경기도 시흥시 연성로13번길 4,031-404-7744,리뉴얼중
500,한국관광협회중앙회,관광호텔업,2성,2024-08-16,경남,센트럴관광호텔주식회사,37,경상남도 통영시 광도면 춘원2로 49-20,055-643-7001,http://www.benikeacentral.co.kr
501,한국관광협회중앙회,관광호텔업,2성,2024-08-16,경남,아르누보스위트호텔,65,경상남도 거제시 장평1로 13,055-731-1234,http://HOTEL1212.COM
502,한국관광협회중앙회,관광호텔업,5성,2024-08-16,서울,그랜드 인터컨티넨탈 서울 파르나스,550,서울특별시 강남구 테헤란로 521,02-555-5656,https://seoul.intercontinental.com/grandicparnas
503,한국관광협회중앙회,관광호텔업,2성,2024-08-14,전북,호텔한성,40,전북특별자치도 전주시 완산구 전주객사5길 43-3,063-288-0014,http://www.instagram.com/hansung1949
504,한국관광협회중앙회,관광호텔업,3성,2024-08-08,서울,더프리마호텔 종로,155,서울특별시 종로구 우정국로 46,02-6105-9114,https://www.theprimahoteljongno.co.kr/kor/main/
505,한국관광협회중앙회,관광호텔업,4성,2024-08-08,부산,아바니센트럴부산,281,부산광역시 남구 전포대로 133,051-791-5800,https://www.avanihotels.com/ko/central-busan
506,한국관광협회중앙회,관광호텔업,2성,2024-08-05,서울,DH 네상스 호텔,36,서울특별시 성북구 동소문로20나길 39,02-921-2080,http://dhnaissance.com
507,한국관광협회중앙회,관광호텔업,2성,2024-08-05,경기,주식회사 샹그릴라 서원관광호텔,49,경기도 안산시 상록구 서암로 8,031-407-1111,없음
508,한국관광협회중앙회,관광호텔업,4성,2024-08-05,서울,오라카이대학로호텔,232,서울특별시 종로구 율곡로 180,02-6353-7700,https://dh.orakaihotels.com/kr/default.asp
509,한국관광협회중앙회,관광호텔업,5성,2024-08-05,서울,페어몬트 앰배서더 서울,308,서울특별시 영등포구 여의대로 108,02-3395-6000,http://www.fairmont.co.kr/seoul
510,한국관광협회중앙회,관광호텔업,2성,2024-08-02,경남,진해인터시티호텔,33,경상남도 창원시 진해구 충장로 98,055-546-7718,https://www.intercityhotel.co.kr
511,한국관광협회중앙회,관광호텔업,2성,2024-07-31,서울,호텔루 136,51,서울특별시 은평구 진흥로 136,02-386-0300,http://www.hotelru.kr
512,한국관광협회중앙회,관광호텔업,3성,2024-07-31,대구,제이비관광호텔,57,대구광역시 동구 율암로 162,053-964-2000,http://www.제이비호텔.com
513,한국관광협회중앙회,관광호텔업,4성,2024-07-31,서울,포 포인츠 바이 쉐라톤 조선 명동,375,서울특별시 중구 삼일대로10길 36,02-6070-7021,https://www.josunhotel.com/hotel/fpbsMyeongdong.do
514,한국관광협회중앙회,관광호텔업,2성,2024-07-29,서울,호텔도마,45,서울특별시 중구 퇴계로 216,02-2273-9603,http://doma.kgrandhotel.co.kr
515,한국관광협회중앙회,관광호텔업,4성,2024-07-25,충남,베니키아호텔서산,194,충청남도 서산시 안견로 465,041-661-3500,https://seosanbenikea.com/
516,한국관광협회중앙회,관광호텔업,2성,2024-07-23,경기,밀로스 관광호텔,72,경기도 의왕시 오봉산단3로 16,031-461-7071,없음
517,한국관광협회중앙회,관광호텔업,3성,2024-07-23,강원,동해현진관광호텔(주),82,강원특별자치도 동해시 동굴로 125-3,033-539-2000,http://www.dhhjhotel.co.kr
518,한국관광협회중앙회,관광호텔업,1성,2024-07-22,충북,더마크관광호텔,56,충청북도 청주시 흥덕구 가로수로1164번길 41-34,043-238-3344,http://www.themarkhotel.co.kr/
519,한국관광협회중앙회,관광호텔업,2성,2024-07-22,강원,호텔 덕영,37,강원특별자치도 원주시 양지로 56,033-743-5553,없음
520,한국관광협회중앙회,관광호텔업,5성,2024-07-22,대구,(주)인터불고엑스코,304,대구광역시 북구 유통단지로 80,053-380-0406,http://ibhotel.com
521,한국관광협회중앙회,관광호텔업,3성,2024-07-19,강원,뉴동해관광호텔,63,강원특별자치도 동해시 평릉길 1,033-533-9215,http://www.hotelnd.com/
522,한국관광협회중앙회,관광호텔업,4성,2024-07-16,전북,(주)교원프라퍼티 스위트호텔남원,59,전북특별자치도 남원시 주천면 원천로 217,063-630-7100,없음
523,한국관광협회중앙회,관광호텔업,5성,2024-07-16,서울,플라자호텔,306,서울특별시 중구 소공로 119,02-771-2200,https://www.hoteltheplaza.com/kr/
524,한국관광협회중앙회,관광호텔업,5성,2024-07-16,서울,호텔롯데,1015,서울특별시 중구 을지로 30,02-771-1000,https://www.lottehotel.com/global/ko.html
525,한국관광협회중앙회,관광호텔업,3성,2024-07-14,서울,롯데시티호텔 구로,287,서울특별시 구로구 디지털로 300,02-6210-1000,https://www.lottehotel.com/guro-city/ko.html
526,한국관광협회중앙회,관광호텔업,4성,2024-07-14,강원,쏠비치 호텔 삼척,217,강원특별자치도 삼척시 수로부인길 453,033-803-7965,https://www.sonohotelsresorts.com/sb/sc/
527,한국관광협회중앙회,관광호텔업,4성,2024-07-07,서울,코트야드 바이 메리어트 서울 타임스퀘어,283,서울특별시 영등포구 영중로 15,02-2638-3000,https://www.marriott.com/selcy
528,한국관광협회중앙회,관광호텔업,5성,2024-07-07,서울,호텔롯데 롯데호텔월드,477,서울특별시 송파구 올림픽로 240,02-419-7000,https://www.lottehotel.com/world-hotel/ko.html
529,한국관광협회중앙회,관광호텔업,2성,2024-07-04,인천,호텔 반월,76,인천광역시 남동구 선수촌공원로17번길 6,032-460-7000,없음
530,한국관광협회중앙회,관광호텔업,2성,2024-07-04,경기,앙비떼 관광호텔,49,경기도 용인시 기흥구 신정로 212,031-286-7800,http://hotelinviter.com
531,한국관광협회중앙회,관광호텔업,4성,2024-07-04,대전,㈜호텔롯데 롯데시티호텔대전,306,대전광역시 유성구 엑스포로123번길 33,042-333-1000,https://www.lottehotel.com
532,한국관광협회중앙회,소형호텔업,2성,2024-07-04,경기,웨스트레이븐호텔,21,경기도 시흥시 옥터로 3,031-499-7733,http://www.westravenoidohotel.co.kr
533,한국관광협회중앙회,관광호텔업,2성,2024-07-02,서울,호텔소설,52,서울특별시 서초구 반포대로14길 53,02-507-0505,https://www.snowhotel.co.kr/
534,한국관광협회중앙회,관광호텔업,2성,2024-06-28,서울,WD호텔,108,서울특별시 관악구 신림로 349,02-6746-8001,http://www.hotelwd.com
535,한국관광협회중앙회,관광호텔업,2성,2024-06-28,서울,칼튼관광호텔,64,서울특별시 강서구 화곡로 354-10,02-2604-9229,없음
536,한국관광협회중앙회,관광호텔업,3성,2024-06-28,경남,에비뉴관광호텔,67,경상남도 창원시 성산구 용지로169번길 5,055-263-7200,http://www.hotelavenue.co.kr
537,한국관광협회중앙회,소형호텔업,2성,2024-06-28,경기,호텔더베이21,29,경기도 시흥시 오이도로 123-1,031-499-4310,http://thebay21hotel.co.kr/
538,한국관광협회중앙회,관광호텔업,1성,2024-06-27,서울,호텔 더 디자이너스 디디피,84,서울특별시 중구 퇴계로 293,02-2285-5401,없음
539,한국관광협회중앙회,관광호텔업,2성,2024-06-27,서울,호텔 부티크나인,92,서울특별시 동대문구 왕산로 28,02-925-0720,http://ddmboutique9.jalib.site/
540,한국관광협회중앙회,관광호텔업,2성,2024-06-27,부산,브라운도트호텔 해운대점,45,부산광역시 해운대구 구남로24번길 16,051-746-5600,없음
541,한국관광협회중앙회,관광호텔업,2성,2024-06-27,경기,로자벨호텔,47,경기도 안산시 단원구 원곡공원로 1,031-491-0205,없음
542,한국관광협회중앙회,관광호텔업,3성,2024-06-27,서울,크리에이터타운 서교,296,서울특별시 마포구 월드컵북로5길 41,02-332-8601,https://localstitch.town
543,한국관광협회중앙회,관광호텔업,2성,2024-06-25,서울,K2지점,45,서울특별시 관악구 신림로64길 29,02-886-5800,없음
544,한국관광협회중앙회,관광호텔업,2성,2024-06-25,경남,밀양관광호텔,32,경상남도 밀양시 가곡7길 5-1,055-356-3882,없음
545,한국관광협회중앙회,관광호텔업,3성,2024-06-25,서울,G2호텔,126,서울특별시 중구 수표로 24,02-2277-9700,http://www.g2hotel.co.kr
546,한국관광협회중앙회,관광호텔업,2성,2024-06-24,부산,더클럽호텔,50,부산광역시 기장군 기장읍 연화길 78,051-722-1111,https://theclubhotel-y.com
547,한국관광협회중앙회,관광호텔업,2성,2024-06-24,강원,어라연 관광호텔,41,강원특별자치도 영월군 영월읍 은행나무길 22,033-247-6000,제작중
548,한국관광협회중앙회,관광호텔업,3성,2024-06-24,서울,G3호텔,197,서울특별시 중구 충무로 7,02-2277-9800,http://www.g3hotel.co.kr/
549,한국관광협회중앙회,관광호텔업,3성,2024-06-24,충북,(주)인터투어 단양관광호텔,77,충청북도 단양군 단양읍 삼봉로 31,043-423-7070,http://www.danyanghotel.com
550,한국관광협회중앙회,관광호텔업,3성,2024-06-24,경남,호텔 파인 그로브,66,경상남도 김해시 번화1로67번길 20,055-310-1100,http://홈페이지 http://pinegrovehotel.co.kr
551,한국관광협회중앙회,관광호텔업,4성,2024-06-24,대전,호텔인터시티,216,대전광역시 유성구 온천로 92,042-600-6000,https://www.hotelinterciti.com
552,한국관광협회중앙회,관광호텔업,3성,2024-06-20,경남,주식회사 호텔아리나,78,경상남도 밀양시 삼문강변로 82,055-350-7000,http://www.hotelarina.com/
553,한국관광협회중앙회,관광호텔업,4성,2024-06-20,부산,신라스테이 해운대,407,부산광역시 해운대구 해운대로570번길 46,051-912-9000,https://www.shillastay.com/haeundae/index.dolang=ko
554,한국관광협회중앙회,소형호텔업,2성,2024-06-20,부산,이제 부산,21,부산광역시 기장군 기장읍 연화길 70,051-723-2225,http://ije.co.kr/busan/
555,한국관광협회중앙회,관광호텔업,3성,2024-06-17,서울,골드리버 관광호텔,109,서울특별시 금천구 서부샛길 584,02-6021-8100,https://www.goldriverhotel.co.kr/
556,한국관광협회중앙회,관광호텔업,4성,2024-06-17,전남,쏠비치 호텔 진도,98,전라남도 진도군 의신면 송군길 30-40,061-899-7000,없음
557,한국관광협회중앙회,소형호텔업,2성,2024-06-17,경남,브릿지호텔,21,경상남도 통영시 용남면 남해안대로 18,055-649-3800,http://www.bridgehotel.net
558,한국관광협회중앙회,가족호텔업,1성,2024-06-17,경남,라베르호텔,43,경상남도 통영시 도남로 257-21,055-646-8807,http://라베르호텔.kr
559,한국관광협회중앙회,가족호텔업,2성,2024-06-17,경남,HOTEL GA JO,31,경상남도 거창군 가조면 온천길 108-11,055-944-0112,없음
560,한국관광협회중앙회,관광호텔업,3성,2024-06-13,서울,엠디호텔 독산,258,서울특별시 금천구 시흥대로 315,02-2096-4000,http://www.mdhoteldoksan.com
561,한국관광협회중앙회,관광호텔업,2성,2024-06-11,강원,양구KCP호텔,48,강원특별자치도 양구군 양구읍 파로호로 993-19,033-482-7700,없음
562,한국관광협회중앙회,관광호텔업,2성,2024-06-11,경남,호텔 상상,30,경상남도 거제시 일운면 거제대로 2752,055-682-5252,http://www.hotelsangsang.com
563,한국관광협회중앙회,관광호텔업,2성,2024-06-11,경남,남일대리조트 호텔,59,경상남도 사천시 남일대길 70,055-832-9800,http://www.namiltte.co.kr
564,한국관광협회중앙회,관광호텔업,4성,2024-06-11,전남,주식회사 히든베이호텔,131,전라남도 여수시 신월로 496-25,061-680-3000,https://www.hiddenbay.co.kr/
565,한국관광협회중앙회,관광호텔업,4성,2024-06-11,경남,스탠포드호텔앤리조트 주식회사,144,경상남도 통영시 도남로 347,055-725-0073,http://stanfordtongyeong.com
566,한국관광협회중앙회,관광호텔업,2성,2024-06-10,서울,호텔더디자이너스동대문,99,서울특별시 중구 퇴계로 306,02-2271-3501,http://www.designershotel.co.kr
567,한국관광협회중앙회,관광호텔업,3성,2024-06-08,부산,호텔 센트럴베이,134,부산광역시 수영구 광안해변로 189,051-982-9700,http://www.centralbay.co.kr
568,한국관광협회중앙회,관광호텔업,4성,2024-06-08,강원,쏠비치호텔양양,214,강원특별자치도 양양군 손양면 선사유적로 678,033-670-3622,https://www.sonohotelsresorts.com/sb/yy/
569,한국관광협회중앙회,관광호텔업,2성,2024-06-07,서울,호텔 더 캐슬(방이1),63,서울특별시 송파구 올림픽로32길 7,02-412-2600,http://hotel-thecastle.com
570,한국관광협회중앙회,관광호텔업,2성,2024-06-05,경북,샵앤플랫호텔,30,경상북도 경주시 감포읍 동해안로 2626,054-777-2211,http://naver.me/Gpf0GBq0
571,한국관광협회중앙회,관광호텔업,2성,2024-06-03,서울,바고관광호텔,42,서울특별시 강동구 천중로 27,02-478-2575,"https://map.naver.com/p/entry/place/1825760208lng=127.1250933&lat=37.545786&placePath=%2Fhome&entry=plt&searchType=place&c=15.00,0,0,0,dh"
572,한국관광협회중앙회,관광호텔업,2성,2024-05-27,서울,호텔 더 디자이너스 홍대,80,서울특별시 마포구 양화로 86,02-326-5801,http://www.thedesignershotel.com/we/index.html
573,한국관광협회중앙회,관광호텔업,5성,2024-05-27,강원,이랜드파크 켄싱턴호텔 평창,248,강원도 평창군 진부면 진고개로 231,033-330-5000,http://www.kensington.co.kr/hpc
574,한국관광협회중앙회,관광호텔업,2성,2024-05-23,서울,호텔 소울하다,46,서울특별시 강남구 테헤란로10길 5,02-3288-1100,없음
575,한국관광협회중앙회,관광호텔업,4성,2024-05-22,인천,홀리데이인인천송도호텔,202,인천광역시 연수구 인천타워대로 251,032-250-0000,http://holidayinnincheonsongdo.com
576,한국관광협회중앙회,관광호텔업,2성,2024-05-20,경북,울진그랜드호텔,40,경상북도 울진군 울진읍 현내항길 97,054-781-9901,http://www.uljingrandhotel.com
577,한국관광협회중앙회,관광호텔업,5성,2024-05-20,서울,(주)조선호텔앤리조트,462,서울특별시 중구 소공로 106,02-771-0500,https://josunhotel.com/hotel/westinSeoul.do
578,한국관광협회중앙회,관광호텔업,1성,2024-05-17,인천,MK 프리미어스 호텔,85,인천광역시 중구 월미로260번길 12,032-777-7272,없음
579,한국관광협회중앙회,관광호텔업,1성,2024-05-17,충북,음성관광호텔,30,충청북도 음성군 음성읍 음성로 194,043-873-8882,"http://www, 음성관광호텔.com"
580,한국관광협회중앙회,관광호텔업,2성,2024-05-17,서울,동화킴스관광호텔,51,서울특별시 종로구 평창문화로 136,02-379-0520,http://www.kimshotel.co.kr
581,한국관광협회중앙회,관광호텔업,5성,2024-05-17,부산,(주)조선호텔앤리조트 그랜드조선 부산,330,부산광역시 해운대구 해운대해변로 292,051-922-5000,https://gjb.josunhotel.com/main.do
582,한국관광협회중앙회,가족호텔업,2성,2024-05-13,경남,누와즈컬리넌호텔,55,경상남도 창원시 의창구 북면 천주로1173번길 42,055-252-3377,http://nouagecullinan.com/
583,한국관광협회중앙회,관광호텔업,4성,2024-05-10,서울,호텔 인 나인,152,서울특별시 강남구 영동대로 618,02-311-9000,http://www.hotelin9.com
584,한국관광협회중앙회,관광호텔업,1성,2024-05-09,인천,비욘드호텔,48,인천광역시 서구 서곶로301번길 19,032-568-2225,https://hub.hotelstory.com/aG90ZWxzdG9yeQ/roomsv_Use=MTAwMjU2Ng&v_StartDate=2023-11-04&v_EndDate=2023-11-05&v_AdultNume=2&v_ChildNum=0&v_GuestNum=2
585,한국관광협회중앙회,관광호텔업,1성,2024-05-09,경기,월드관광호텔,81,경기도 화성시 향남읍 발안공단로5길 7-23,031-353-7833,http://ｗｗｗ。ｗｏｒｌｄｔｏｕｒｓｉｔｈｏｔｅｌ。ｃｏｍ
586,한국관광협회중앙회,관광호텔업,2성,2024-05-09,서울,(주)써클관광개발호텔베이204,72,서울특별시 도봉구 도봉로 710,02-955-7400,http://www.hotelbay204.com
587,한국관광협회중앙회,관광호텔업,2성,2024-05-09,경기,호텔 루이스,100,경기도 성남시 중원구 광명로 22-1,031-752-3117,없음
588,한국관광협회중앙회,관광호텔업,2성,2024-05-09,경기,아시아관광호텔,88,경기도 평택시 신장로 33,031-664-2367,https://www.asiahotel.kr
589,한국관광협회중앙회,관광호텔업,3성,2024-05-09,강원, 하이원 팰리스호텔,197,강원특별자치도 정선군 고한읍 고한7길 399,02-1588-7789,https://www.high1.com/hotelncondo/contents.dokey=2049
590,한국관광협회중앙회,관광호텔업,2성,2024-05-08,대구,호텔G,44,대구광역시 달성군 구지면 달성2차동1로 145,053-263-5511,없음
591,한국관광협회중앙회,관광호텔업,2성,2024-05-07,서울,리치웰호텔,57,서울특별시 강남구 테헤란로37길 13-10,02-553-6655,없음
592,한국관광협회중앙회,관광호텔업,2성,2024-05-07,경남,통영갤러리관광호텔,39,경상남도 통영시 도남로 257-27,055-645-3773,http://tyhotel.kr
593,한국관광협회중앙회,관광호텔업,3성,2024-05-07,경남,크라운관광호텔,72,경상남도 창원시 의창구 창원대로363번길 22-5,055-237-1001,https://www.crownhotel.kr/
594,한국관광협회중앙회,관광호텔업,2성,2024-05-03,부산,에어스카이,61,부산광역시 강서구 유통단지1로57번길 2,051-971-0093,http://www.busanairskyhotel.com/
595,한국관광협회중앙회,관광호텔업,2성,2024-05-02,경기,가보호텔,107,경기도 평택시 평택5로76번길 18-10,031-658-7700,없음
596,한국관광협회중앙회,관광호텔업,2성,2024-04-29,대전,나봄호텔 주식회사,75,대전광역시 유성구 테크노중앙로 69,042-936-1500,http://www.nabomresort.com/sandhotel/
597,한국관광협회중앙회,관광호텔업,2성,2024-04-26,충남,공주 관광호텔 INK(잉크),49,충청남도 공주시 전막2길 10-10,041-857-7532,http://www.touristhotelink.com
598,한국관광협회중앙회,관광호텔업,3성,2024-04-25,인천,브릿지호텔 인천송도,241,인천광역시 연수구 컨벤시아대로 233,032-717-0700,http://www.bridgehotelincheonsongdo.com
599,한국관광협회중앙회,관광호텔업,2성,2024-04-24,부산,브라운도트 사직야구장점,61,부산광역시 동래구 사직북로13번길 11,051-971-0511,http://bs-browndot.jalib.site/
600,한국관광협회중앙회,관광호텔업,2성,2024-04-24,경기,삼원프라자호텔,85,경기도 안양시 만안구 장내로139번길 7,031-448-6671,http://samwonhotel.co.kr
601,한국관광협회중앙회,관광호텔업,4성,2024-04-23,전북,더 메이 호텔,51,전북특별자치도 전주시 덕진구 기린대로 800,063-246-5555,http://www.themay.co.kr
602,한국관광협회중앙회,관광호텔업,2성,2024-04-19,대전,더휴식 워커스호텔 대전월평점,52,대전광역시 서구 한밭대로570번길 29-12,042-478-6652,https://workersdaejeon.modoo.at
603,한국관광협회중앙회,관광호텔업,2성,2024-04-19,경기,(주)코아반도체 파주메이트,47,경기도 파주시 탄현면 엘씨디로241번길 39-35,031-945-1029,https://booking.naver.com/booking/3/bizes/597948
604,한국관광협회중앙회,관광호텔업,2성,2024-04-18,경기,로얄프라임호텔,65,경기도 수원시 권선구 금곡로197번길 17-10,031-294-3355,없음
605,한국관광협회중앙회,소형호텔업,2성,2024-04-18,전북,루엘호텔,21,전라북도 전주시 덕진구 기린대로 540,063-252-4498,http://www.luelhotel.com
606,한국관광협회중앙회,가족호텔업,1성,2024-04-18,전남,목포가족관광호텔,47,전라남도 목포시 호남로64번길 28,061-247-8585,없음
607,한국관광협회중앙회,관광호텔업,4성,2024-04-17,서울,퍼시픽호텔,181,서울특별시 중구 퇴계로20길 2,02-777-7811,http://www.thepacifichotel.co.kr
608,한국관광협회중앙회,관광호텔업,3성,2024-04-12,전남,호텔마띠유 여수,43,전라남도 여수시 오동도로 20,061-662-3131,http://matthieuyeosu.com/main.html
609,한국관광협회중앙회,관광호텔업,2성,2024-04-05,경남,리안호텔,32,경상남도 창원시 진해구 명제로 478,055-713-5577,없음
610,한국관광협회중앙회,관광호텔업,2성,2024-04-04,경기,JD관광호텔,71,경기도 남양주시 진접읍 해밀예당1로 50-44,031-571-2266,http://www.jdhotel.co.kr
611,한국관광협회중앙회,관광호텔업,2성,2024-04-04,경북,브라운도트 풍산점,40,경상북도 안동시 풍산읍 풍산태사로 1023-6,054-853-1000,없음
612,한국관광협회중앙회,관광호텔업,3성,2024-04-04,서울,호텔 28,83,서울특별시 중구 명동7길 13,02-774-2828,http://www.hotel28.co.kr
613,한국관광협회중앙회,관광호텔업,3성,2024-04-04,경기,주식회사 더숨디앤씨,83,경기도 용인시 처인구 포곡읍 성산로 633,070-1522-2777,https://hotelthesoom.modoo.at/
614,한국관광협회중앙회,관광호텔업,4성,2024-04-04,서울,신라스테이삼성,309,서울특별시 강남구 영동대로 506,02-2175-9182,없음
615,한국관광협회중앙회,소형호텔업,2성,2024-04-04,강원,델타(Delta) 호텔,26,강원특별자치도 강릉시 창해로 259,033-652-7373,http://www.sunbeachhotel.co.kr
616,한국관광협회중앙회,관광호텔업,2성,2024-03-29,인천,(주)케이앤에스 호텔베이204,91,인천광역시 남동구 인하로507번길 21-1,032-429-0204,http://www.hotelbay204.co.kr
617,한국관광협회중앙회,관광호텔업,2성,2024-03-26,경기,포스타호텔,63,경기도 부천시 석천로531번길 43,032-684-6006,http://fourstar-bucheon.jalib.site/
618,한국관광협회중앙회,관광호텔업,3성,2024-03-26,경기,신라스테이동탄,286,경기도 화성시 노작로 161,031-8036-9101,https://shillastay.com/
619,한국관광협회중앙회,관광호텔업,3성,2024-03-25,전남,파인비치골프호텔,42,전라남도 해남군 화원면 시아로 224,061-530-7700,http:// pinebeachcc@gmail.com
620,한국관광협회중앙회,소형호텔업,1성,2024-03-25,부산,반달호텔,28,부산광역시 중구 해관로 79-1,051-462-8008,없음
621,한국관광협회중앙회,관광호텔업,2성,2024-03-22,경북,영주리치관광호텔,35,경상북도 영주시 대학로 15,054-638-7070,없음
622,한국관광협회중앙회,관광호텔업,3성,2024-03-20,경기,카인드호텔,92,경기도 성남시 분당구 황새울로329번길 10,031-781-0006,http://www.kyndhotel.com
623,한국관광협회중앙회,관광호텔업,3성,2024-03-15,경기,레스트호텔,70,경기도 김포시 태장로795번길 151,031-988-3534,http://gimpo-rest.jalib.site/
624,한국관광협회중앙회,관광호텔업,2성,2024-03-06,서울,호텔 더 캐슬 (신천),68,서울특별시 송파구 올림픽로12길 4-17,02-423-4300,http://www.hotel-thecastle.com/
625,한국관광협회중앙회,관광호텔업,2성,2024-03-06,전남,호텔갤러리,57,전라남도 고흥군 도양읍 녹동신항1길 34,061-842-6300,없음
626,한국관광협회중앙회,관광호텔업,3성,2024-03-06,충남,슈바이처도르프 호텔,51,충청남도 천안시 서북구 성정공원5로 42,041-565-9955,http://www.schweizerdorf.com
627,한국관광협회중앙회,관광호텔업,1성,2024-02-27,전북,전주관광호텔,32,전라북도 전주시 완산구 전주객사5길 44-5,063-288-7100,없음
